"c","d","dp","h","l","o","pc","t","Symbol","change","Security","GICS Sector","GICS Sub-Industry","Headquarters Location","Date added","CIK","Founded","country","currency","estimateCurrency","exchange","finnhubIndustry","ipo","logo","marketCapitalization","name","phone","shareOutstanding","weburl"
99.1,2.53,2.6199,100.29,97.71,97.85,96.57,2025-04-18,"PSX",1.27746550843127,"Phillips 66","Energy","Oil & Gas Refining & Marketing","Houston, Texas","2012-05-01","1534701","2012 (1917)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Energy","2012-04-12","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PSX.png",40377.031434,"Phillips 66","18327653010",407.44,"https://www.phillips66.com/"
94.45,1.04,1.1134,96.13,93.655,93.68,93.41,2025-04-18,"PNW",0.821947053800167,"Pinnacle West Capital","Utilities","Multi-Utilities","Phoenix, Arizona","1999-10-04","764622","1985","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Utilities","1961-08-28","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PNW.png",11259.849555,"Pinnacle West Capital Corp","16022501000",119.21,"https://www.pinnaclewest.com/"
152.33,0.79,0.5213,153.82,151.67,152.31,151.54,2025-04-18,"PNC",0.0131311141750445,"PNC Financial Services","Financials","Diversified Banks","Pittsburgh, Pennsylvania","1988-04-30","713676","1845","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","1987-10-21","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PNC.png",60284.537791,"PNC Financial Services Group Inc","18887622265",395.79,"https://www.pnc.com/"
306.25,4.9,1.626,309.04,303.01,303.01,301.35,2025-04-18,"POOL",1.06927164119996,"Pool Corporation","Consumer Discretionary","Distributors","Covington, Louisiana","2020-10-07","945841","1993","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Distributors","1995-10-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/POOL.png",11551.198959,"Pool Corp","19858925521",37.72,"https://www.poolcorp.com/"
100.05,1.63,1.6562,100.9988,98.68,99.35,98.42,2025-04-18,"PPG",0.704579768495222,"PPG Industries","Materials","Specialty Chemicals","Pittsburgh, Pennsylvania","1957-03-04","79879","1883","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Chemicals","1945-12-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PPG.png",22708.83784,"PPG Industries Inc","14124343131",226.97,"https://www.ppg.com/"
35.72,0.44,1.2472,36.15,35.24,35.48,35.28,2025-04-18,"PPL",0.676437429537773,"PPL Corporation","Utilities","Electric Utilities","Allentown, Pennsylvania","2001-10-01","922224","1920","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Utilities","1948-09-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PPL.png",26398.923151,"PPL Corp","16107745151",739.05,"https://www.pplweb.com/"
72.14,0.5,0.6979,73.33,71.98,72.03,71.64,2025-04-18,"PFG",0.152714146883242,"Principal Financial Group","Financials","Life & Health Insurance","Des Moines, Iowa","2002-07-22","1126328","1879","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Insurance","2001-10-26","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PFG.png",16229.460138,"Principal Financial Group Inc","15152475111",224.97,"https://www.principal.com/"
170.63,4.24,2.5482,171.65,167.35,167.53,166.39,2025-04-18,"PG",1.85041485107145,"Procter & Gamble","Consumer Staples","Personal Care Products","Cincinnati, Ohio","1957-03-04","80424","1837","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Consumer products","1950-03-22","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PG.png",400102.075217,"Procter & Gamble Co","15139831100",2344.85,"https://us.pg.com/"
265.45,-9.68,-3.5183,274.44,265,272.52,275.13,2025-04-18,"PGR",-2.59430500513724,"Progressive Corporation","Financials","Property & Casualty Insurance","Mayfield Village, Ohio","1997-08-04","80661","1937","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Insurance","1987-01-06","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PGR.png",155616.391852,"Progressive Corp","14404615000",586.24,"https://www.progressive.com/"
102.1,1.81,1.8048,103.68,101,101.075,100.29,2025-04-18,"PLD",1.01409844175117,"Prologis","Real Estate","Industrial REITs","San Francisco, California","2003-07-17","1045609","1983","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","1997-11-21","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959032636.png",97028.300798,"Prologis Inc","14153949000",926.98,"https://www.prologis.com/"
99.47,0.85,0.8619,101.0785,98.8476,99.56,98.62,2025-04-18,"PRU",-0.0903977501004454,"Prudential Financial","Financials","Life & Health Insurance","Newark, New Jersey","2002-07-22","1137774","1875","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Insurance","2001-12-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PRU.png",35254.863424,"Prudential Financial Inc","19738026000",354.43,"https://www.prudential.com/"
83.36,0.33,0.3974,84.7633,83.26,83.53,83.03,2025-04-18,"PEG",-0.203519693523287,"Public Service Enterprise Group","Utilities","Electric Utilities","Newark, New Jersey","1957-03-04","788784","1903","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Utilities","1948-03-31","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PEG.png",41560.08381,"Public Service Enterprise Group Inc","19734307000",498.56,"https://corporate.pseg.com/"
143.56,-0.42,-0.2917,144.87,142.92,144.38,143.98,2025-04-18,"PTC",-0.567945698850252,"PTC Inc.","Information Technology","Application Software","Boston, Massachusetts","2021-04-20","857005","1985","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Technology","1989-12-08","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PTC.png",17273.64707,"PTC Inc","17813705000",120.32,"https://www.ptc.com/"
296.01,6.98,2.415,298.495,291.29,291.29,289.03,2025-04-18,"PSA",1.62037831714098,"Public Storage","Real Estate","Self-Storage REITs","Glendale, California","2005-08-19","1393311","1972","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","1984-10-19","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950680574146.png",51925.32559,"Public Storage","18182448080",175.42,"https://www.publicstorage.com/"
94.95,2.09,2.2507,95.59,93.085,93.52,92.86,2025-04-18,"PHM",1.52908468776733,"PulteGroup","Consumer Discretionary","Homebuilding","Atlanta, Georgia","1984-04-30","822416","1956","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Consumer products","1983-06-29","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PHM.png",19140.533442,"Pultegroup Inc","14049786400",201.59,"https://www.pultegroupinc.com/"
267.22,-2.23,-0.8276,271.5,264.61,271.05,269.45,2025-04-18,"PWR",-1.41302342741191,"Quanta Services","Industrials","Construction & Engineering","Houston, Texas","2009-07-01","1050915","1997","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Construction","1998-02-12","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PWR.png",39601.558923,"Quanta Services Inc","17136297600",148.26,"https://www.quantaservices.com/"
136.66,0.92,0.6778,138.15,135.71,137.38,135.74,2025-04-18,"QCOM",-0.524093754549424,"Qualcomm","Information Technology","Semiconductors","San Diego, California","1999-07-22","804328","1985","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","1991-12-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/QCOM.png",151145.96405,"Qualcomm Inc","18585871121",1106,"https://www.qualcomm.com/"
163.8,-0.67,-0.4074,165.595,162.4692,164.31,164.47,2025-04-18,"DGX",-0.310388899032311,"Quest Diagnostics","Health Care","Health Care Services","Secaucus, New Jersey","2002-12-12","1022079","1967","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","1996-12-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DGX.png",18282.109595,"Quest Diagnostics Inc","19735202700",111.61,"https://www.questdiagnostics.com/"
206.5,4.45,2.2024,207.72,202.59,202.85,202.05,2025-04-18,"RL",1.79935913236382,"Ralph Lauren Corporation","Consumer Discretionary","Apparel, Accessories & Luxury Goods","New York City, New York","2007-02-02","1037038","1967","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Textiles, Apparel & Luxury Goods","1997-06-12","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RL.png",12758.176777,"Ralph Lauren Corp","12123187000",61.76,"https://investor.ralphlauren.com/"
133.46,1.28,0.9684,135.66,133.28,133.89,132.18,2025-04-18,"RJF",-0.321159160504876,"Raymond James Financial","Financials","Investment Banking & Brokerage","St. Petersburg, Florida","2017-03-20","720005","1962","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","1983-07-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RJF.png",27347.294537,"Raymond James Financial Inc","17275671000",204.91,"https://www.raymondjames.com/"
128.89,-0.36,-0.2785,130.5,127.7001,129.36,129.25,2025-04-18,"RTX",-0.363327149041456,"RTX Corporation","Industrials","Aerospace & Defense","Waltham, Massachusetts","1957-03-04","101829","1922","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Aerospace & Defense","1934-09-05","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RTX.png",172119.781841123,"RTX Corp","17815223000",1335.09,"https://www.rtx.com/"
58.32,1.06,1.8512,58.6173,57.2,57.32,57.26,2025-04-18,"O",1.74459176552687,"Realty Income","Real Estate","Retail REITs","San Diego, California","2015-04-07","726728","1969","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","1994-10-18","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959030586.png",52007.977433,"Realty Income Corp","17607412111",891.77,"https://www.realtyincome.com/"
71.66,1.45,2.0652,72.24,70.5,70.6,70.21,2025-04-18,"REG",1.5014164305949,"Regency Centers","Real Estate","Retail REITs","Jacksonville, Florida","2017-03-02","910606","1963","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Real Estate","1993-10-29","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959048126.png",13086.756171,"Regency Centers Corp","19045987000",181.53,"https://www.regencycenters.com/"
563.16,13.88,2.5269,564.205,545.0001,548.07,549.28,2025-04-18,"REGN",2.75329793639497,"Regeneron Pharmaceuticals","Health Care","Biotechnology","Tarrytown, New York","2013-05-01","872589","1988","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Biotechnology","1991-04-02","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/REGN.png",61254.156319,"Regeneron Pharmaceuticals Inc","17813705000",109.32,"https://www.regeneron.com/"
19.31,0.14,0.7303,21.4,18.86,20.29,19.17,2025-04-18,"RF",-4.82996550024643,"Regions Financial Corporation","Financials","Regional Banks","Birmingham, Alabama","1998-08-28","1281761","1971","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RF.png",17484.530364,"Regions Financial Corp","18007344667",905.47,"https://www.regions.com/"
243.28,-0.33,-0.1355,245.33,242.89,244,243.61,2025-04-18,"RSG",-0.295081967213114,"Republic Services","Industrials","Environmental & Facilities Services","Phoenix, Arizona","2008-12-05","1060391","1998 (1981)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Commercial Services & Supplies","1998-07-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RSG.png",76017.374846,"Republic Services Inc","14806272700",312.47,"https://www.republicservices.com/"
212.91,1.42,0.6714,214.32,202,209,211.49,2025-04-18,"RMD",1.87081339712919,"ResMed","Health Care","Health Care Equipment","San Diego, California","2017-07-26","943819","1989","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","1995-06-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RMD.png",31269.434951,"Resmed Inc","18587462400",146.87,"https://www.resmed.com/"
91.82,-1.93,-2.0587,93.86,91.74,93.25,93.75,2025-04-18,"RVTY",-1.53351206434317,"Revvity","Health Care","Health Care Equipment","Waltham, Massachusetts","1985-05-31","31791","1937","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Life Sciences Tools & Services","1965-07-06","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PKI.png",11031.923714,"Revvity Inc","17816636900",120.15,"https://www.revvity.com/"
232.29,4.18,1.8324,236.8,230,230,228.11,2025-04-18,"ROK",0.99565217391304,"Rockwell Automation","Industrials","Electrical Components & Equipment","Milwaukee, Wisconsin","2000-03-12","1024478","1903","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Electrical Equipment","1956-08-29","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ROK.png",26265.713552,"Rockwell Automation Inc","14143822000",113.07,"https://www.rockwellautomation.com/en-in.html"
55.78,0.77,1.3997,56.08,55.115,55.53,55.01,2025-04-18,"ROL",0.450207095263821,"Rollins, Inc.","Industrials","Environmental & Facilities Services","Atlanta, Georgia","2018-10-01","84839","1948","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Commercial Services & Supplies","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ROL.png",27057.517634,"Rollins Inc","14048882000",485.08,"https://www.rollins.com/"
557.24,0.97,0.1744,564.47,556.43,561.5,556.27,2025-04-18,"ROP",-0.758682101513801,"Roper Technologies","Information Technology","Electronic Equipment & Instruments","Sarasota, Florida","2009-12-23","882835","1981","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Technology","1992-02-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ROP.png",59839.328078,"Roper Technologies Inc","19415562601",107.39,"https://www.ropertech.com/"
139.63,0.95,0.685,140.46,138.22,139.41,138.68,2025-04-18,"ROST",0.157807904741409,"Ross Stores","Consumer Discretionary","Apparel Retail","Dublin, California","2009-12-21","745732","1982","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Retail","1985-08-08","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ROST.png",45915.124933,"Ross Stores Inc","19259654400",328.83,"https://www.rossstores.com/"
192.69,0.99,0.5164,195.01,189.8117,191.79,191.7,2025-04-18,"RCL",0.469263256687004,"Royal Caribbean Group","Consumer Discretionary","Hotels, Resorts & Cruise Lines","Miami, Florida","2014-12-05","884887","1997","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure","1993-04-28","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RCL.png",51858.4202,"Royal Caribbean Cruises Ltd","13055396000",269.13,"https://www.royalcaribbeangroup.com/"
462.88,-1.1,-0.2371,467.54,461.031,466.16,463.98,2025-04-18,"SPGI",-0.703621074309256,"S&P Global","Financials","Financial Exchanges & Data","New York City, New York","1957-03-04","64040","1917","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","1929-02-14","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SPGI.png",145270.541557,"S&P Global Inc","12124381000",306.68,"https://www.spglobal.com/"
247.26,-2.58,-1.0327,251.56,246.8,249.77,249.84,2025-04-18,"CRM",-1.00492453056813,"Salesforce","Information Technology","Application Software","San Francisco, California","2008-09-15","1108524","1999","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","2004-06-23","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CRM.png",237583.219721747,"Salesforce Inc","14159017000",961,"https://www.salesforce.com/"
229.06,3.39,1.5022,231.285,226.35,226.35,225.67,2025-04-18,"SBAC",1.19726087916943,"SBA Communications","Real Estate","Telecom Tower REITs","Boca Raton, Florida","2017-09-01","1034054","1989","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Real Estate","1999-06-16","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950521363966.png",24744.92135,"SBA Communications Corp","15619957670",108.03,"https://sbasite.com/"
35.11,0.96,2.8111,35.46,34.13,34.55,34.15,2025-04-18,"SLB",1.62083936324169,"Schlumberger","Energy","Oil & Gas Equipment & Services","Houston, Texas","1957-03-04","87347","1926","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Energy","1962-02-02","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SLB.png",47751.3170422412,"Schlumberger NV","17135132000",1359.86,"https://www.slb.com/"
75.78,2.96,4.0648,76.44,72.89,73.49,72.82,2025-04-18,"STX",3.11607021363452,"Seagate Technology","Information Technology","Technology Hardware, Storage & Peripherals","Dublin, Ireland","2012-07-02","1137789","1979","SG","USD","USD","NASDAQ NMS - GLOBAL MARKET","Technology","2002-12-11","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/STX.png",16043.186321,"Seagate Technology Holdings PLC","6564125172",211.71,"https://investors.seagate.com/overview/default.aspx"
71.12,0.73,1.0371,71.96,70.22,70.76,70.39,2025-04-18,"SRE",0.508762012436404,"Sempra","Utilities","Multi-Utilities","San Diego, California","2017-03-17","1032208","1998","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Utilities","1998-06-29","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SRE.png",46364.082167,"Sempra","16196962000",651.91,"https://www.sempra.com/"
772.16,-24.5,-3.0753,800.06,769.02,800.06,796.66,2025-04-18,"NOW",-3.48723845711571,"ServiceNow","Information Technology","Systems Software","Santa Clara, California","2019-11-21","1373715","2003","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","2012-06-29","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NOW.png",159991.07279,"ServiceNow Inc","14085018550",207,"https://www.servicenow.com/"
333.38,2.1,0.6339,338.14,330.61,338.14,331.28,2025-04-18,"SHW",-1.40770095226829,"Sherwin-Williams","Materials","Specialty Chemicals","Cleveland, Ohio","1964-06-30","89800","1866","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Chemicals","1964-02-11","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SHW.png",83848.459153,"Sherwin-Williams Co","12165662000",251.51,"https://www.sherwin-williams.com/"
150.4,2.35,1.5873,152.07,148.83,149.09,148.05,2025-04-18,"SPG",0.87866389429204,"Simon Property Group","Real Estate","Retail REITs","Indianapolis, Indiana","2002-06-26","1063761","2003","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","1993-12-14","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959049246.png",49067.011192,"Simon Property Group Inc","13176361600",326.25,"https://www.simon.com/"
55.98,0.12,0.2148,57,55.08,56.83,55.86,2025-04-18,"SWKS",-1.49568889670949,"Skyworks Solutions","Information Technology","Semiconductors","Irvine, California","2015-03-12","4127","2002","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","1998-06-02","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SWKS.png",8597.118863,"Skyworks Solutions Inc","19492313000",153.57,"https://www.skyworksinc.com/"
116.44,1.6,1.3932,116.92,115.105,115.12,114.84,2025-04-18,"SJM",1.14662960389159,"J.M. Smucker Company (The)","Consumer Staples","Packaged Foods & Meats","Orrville, Ohio","2008-11-06","91419","1897","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","1965-10-20","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SJM.png",12391.1513,"J M Smucker Co","13306823000",106.42,"https://www.jmsmucker.com/"
41.35,0.58,1.4226,41.77,40.78,40.87,40.77,2025-04-18,"SW",1.17445559089798,"Smurfit Westrock","Materials","Paper & Plastic Packaging Products & Materials","Dublin, Ireland","2024-07-08","2005951","1934","IE","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Packaging","2007-03-14","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950871067526.png",21516.162792,"Smurfit WestRock PLC","35312027000",521.98,"https://www.smurfitwestrock.com/"
305.44,-26.56,-8,320.1,301.18,315.64,332,2025-04-18,"SNA",-3.23152959067292,"Snap-on","Industrials","Industrial Machinery & Supplies & Components","Kenosha, Wisconsin","1982-09-30","91440","1920","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Machinery","1978-02-27","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SNA.png",16010.483915,"Snap-On Inc","14146565200",52.42,"https://www.snapon.com/"
66.26,0.59,0.8984,67.22,65.46,65.7,65.67,2025-04-18,"SOLV",0.852359208523596,"Solventum","Health Care","Health Care Technology","Saint Paul, Minnesota","2024-04-01","1964738","2023","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","2024-03-26","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950867918106.png",11463.17348,"Solventum Corp","16517331110",173,"https://www.solventum.com/en-us/home/"
91.81,1.34,1.4812,93.04,90.81,90.89,90.47,2025-04-18,"SO",1.01221256463858,"Southern Company","Utilities","Electric Utilities","Atlanta, Georgia","1957-03-04","92122","1945","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Utilities","1949-09-30","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SO.png",100697.411536,"Southern Co","14045065000",1100.19,"https://www.southerncompany.com/"
24.74,-0.12,-0.4827,25.135,24.2816,24.87,24.86,2025-04-18,"LUV",-0.522718134298362,"Southwest Airlines","Industrials","Passenger Airlines","Dallas, Texas","1994-07-01","92380","1967","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Airlines","1977-06-27","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LUV.png",14198.624715,"Southwest Airlines Co","12147924000",573.91,"https://www.southwest.com/"
57.21,0.4,0.7041,58.1799,56.725,56.75,56.81,2025-04-18,"SWK",0.810572687224671,"Stanley Black & Decker","Industrials","Industrial Machinery & Supplies & Components","New Britain, Connecticut","1982-09-30","93556","1843","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Machinery","1966-06-15","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SWK.png",8841.092329,"Stanley Black & Decker Inc","18602255111",154.54,"https://www.stanleyblackanddecker.com/"
81.5,0.74,0.9163,82.55,81.2,81.25,80.76,2025-04-18,"SBUX",0.307692307692308,"Starbucks","Consumer Discretionary","Restaurants","Seattle, Washington","2000-06-07","829224","1971","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Hotels, Restaurants & Leisure","1992-06-26","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SBUX.png",92575.85199,"Starbucks Corp","12064471575",1135.9,"https://www.starbucks.com/"
81.26,1.63,2.047,83.035,75.5,75.5,79.63,2025-04-18,"STT",7.62913907284769,"State Street Corporation","Financials","Asset Management & Custody Banks","Boston, Massachusetts","2003-03-14","93751","1792","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/STT.png",23440.8023896831,"State Street Corp","16177863000",288.59,"https://www.statestreet.com/"
118.29,1.08,0.9214,120.13,117.73,118.32,117.21,2025-04-18,"STLD",-0.0253549695740255,"Steel Dynamics","Materials","Steel","Fort Wayne, Indiana","2022-12-22","1022671","1993","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Metals & Mining","1996-11-22","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/STLD.png",17731.289568,"Steel Dynamics Inc","12604593553",149.9,"https://www.steeldynamics.com/"
222.23,2.21,1.0045,224.49,220.15,220.75,220.02,2025-04-18,"STE",0.670441676104186,"Steris","Health Care","Health Care Equipment","Dublin, Ireland","2019-12-23","1757898","1985","IE","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","2015-11-03","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/STE.png",21834.271715,"STERIS plc","35312322000",98.25,"https://www.steris.com/"
346.5,-0.17,-0.049,351.04,343.19,346.17,346.67,2025-04-18,"SYK",0.095328884652045,"Stryker Corporation","Health Care","Health Care Equipment","Kalamazoo, Michigan","2000-12-12","310764","1941","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SYK.png",132255.184021,"Stryker Corp","12693852600",381.69,"https://www.stryker.com/"
31.505,-0.385,-1.2073,32.25,30.44,32.08,31.89,2025-04-18,"SMCI",-1.79239401496259,"Supermicro","Information Technology","Technology Hardware, Storage & Peripherals","San Jose, California","2024-03-18","1375365","1993","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Technology","2007-03-29","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SMCI.png",18697.630514,"Super Micro Computer Inc","14085038000",593.48,"https://www.supermicro.com/en/"
47.87,1.11,2.3738,48.06,46.37,46.86,46.76,2025-04-18,"SYF",2.15535638070849,"Synchrony Financial","Financials","Consumer Finance","Stamford, Connecticut","2015-11-18","1601712","2003","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","2014-07-31","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SYF.png",18609.438711,"Synchrony Financial","12035856730",388.75,"https://www.synchrony.com/"
413.32,-2.33,-0.5606,421.78,412.1,421.38,415.65,2025-04-18,"SNPS",-1.91276282690208,"Synopsys","Information Technology","Application Software","Sunnyvale, California","2017-03-16","883241","1986","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Technology","1992-02-26","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SNPS.png",63907.569048,"Synopsys Inc","16505845000",154.62,"https://www.synopsys.com/"
71.74,1.05,1.4854,72.51,70.88,70.88,70.69,2025-04-18,"SYY",1.21331828442438,"Sysco","Consumer Staples","Food Distributors","Houston, Texas","1986-12-31","96021","1969","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Retail","1981-01-20","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SYY.png",35097.333671,"Sysco Corp","12815841390",489.23,"https://www.sysco.com/"
262.04,2.4,0.9244,265.398,259.09,259.72,259.64,2025-04-18,"TMUS",0.89326967503465,"T-Mobile US","Communication Services","Wireless Telecommunication Services","Bellevue, Washington","2019-07-15","1283699","1994","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Telecommunication","2007-04-19","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TMUS.png",299182.868277,"T-Mobile US Inc","18003189270",1141.74,"https://www.t-mobile.com/"
86.11,0.74,0.8668,87.2,85.76,86,85.37,2025-04-18,"TROW",0.127906976744185,"T. Rowe Price","Financials","Asset Management & Custody Banks","Baltimore, Maryland","2019-07-29","1113169","1937","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Financial Services","1986-01-04","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TROW.png",19137.291982,"T Rowe Price Group Inc","14103452000",222.24,"https://www.troweprice.com"
212.77,1.37,0.6481,214.8,211.46,213.67,211.4,2025-04-18,"TTWO",-0.421210277530761,"Take-Two Interactive","Communication Services","Interactive Home Entertainment","New York City, New York","2018-03-19","946581","1993","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Media","1997-04-15","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TTWO.png",37552.990209,"Take-Two Interactive Software Inc","16465362842",176.5,"https://www.take2games.com/"
